Campaign Member ID,Contact ID,Campaign Name,Last Touch Channel,Campaign Response Date,Interaction Status,Account Type,Account Tier,Region,Meeting Booked,Meeting Booked Date,Opportunity ID,Timestamp Date Qualified,Pipeline Revenue Share,Opportunity Stage,Closed Won CARR,AE Owner
CM-12350,CON-52350,[Organic Search],Organic Search,2026-01-31,-,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11746,CON-51746,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-09,Badge Scan,Prospect,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-10234,CON-50234,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-12,Attended,Prospect,Enterprise,Southwest,Yes,2026-01-27,OPP-80051,2026-02-03,136000.0,Closed Lost,,Rachel Torres
CM-11679,CON-51679,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-09,Attended,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-10880,CON-50880,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-10954,CON-50954,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,David Kim
CM-10178,CON-50178,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-16,Registered,Customer,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-11003,CON-51003,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10628,CON-50628,CY26 Q1 direct-mail-1few-yeti-cooler (2/14/26),Direct Mail,2026-02-14,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-11500,CON-51500,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Customer,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-12158,CON-52158,[Paid Search],Paid Search,2026-03-07,-,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-12104,CON-52104,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-06,Opened,Prospect,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-10195,CON-50195,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-03,Attended,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10166,CON-50166,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-20,Attended,Churned,Tier 2,Southwest,No,,,,,,,David Kim
CM-11035,CON-51035,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-11046,CON-51046,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-11342,CON-51342,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-11694,CON-51694,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Attended,Churned,Tier 2,Southeast,Yes,2026-03-12,OPP-80187,2026-03-31,56400.0,Closed Lost,,David Kim
CM-12079,CON-52079,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-03,Clicked,Prospect,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-10891,CON-50891,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10888,CON-50888,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-10608,CON-50608,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-21,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-11940,CON-51940,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-11,No Show,Customer,Tier 2,West,No,,,,,,,Marcus Webb
CM-11364,CON-51364,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-29,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10782,CON-50782,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10302,CON-50302,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-23,Attended,Customer,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-12288,CON-52288,[Paid Search],Paid Search,2026-01-10,-,Prospect,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-11468,CON-51468,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-18,Visited Booth,Churned,Tier 2,Southwest,No,,,,,,,David Kim
CM-10126,CON-50126,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-09,Attended,Customer,Enterprise,Northeast,Yes,2026-01-19,,,,,,Sarah Mitchell
CM-10376,CON-50376,CY26 Q1 - Hosted - Elevate Conference Utah Dinner - 2026-02-05,Hosted Events,2026-02-10,No Show,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-10414,CON-50414,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-06,No Show,Prospect,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-10053,CON-50053,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-13,Attended,Customer,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-11552,CON-51552,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-22,Attended,Customer,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-11780,CON-51780,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-14,Attended,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-12096,CON-52096,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-02-28,Opened,Prospect,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-11082,CON-51082,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-07,-,Prospect,Enterprise,Southwest,No,,,,,,,James O'Brien
CM-11843,CON-51843,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-17,No Show,Churned,Tier 2,Northeast,No,,,,,,,David Kim
CM-10369,CON-50369,CY26 Q1 - Hosted - Elevate Conference Utah Dinner - 2026-02-05,Hosted Events,2026-02-09,Attended,Churned,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10218,CON-50218,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-09,Attended,Prospect,Tier 1,Northeast,No,,,,,,,Marcus Webb
CM-11436,CON-51436,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-03,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-11536,CON-51536,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-25,Attended,Prospect,Tier 1,Southeast,Yes,2026-02-09,OPP-80169,2026-03-10,132500.0,Closed Lost,,Sarah Mitchell
CM-11805,CON-51805,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-20,Registered,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-12314,CON-52314,[Paid Social],Paid Social,2026-03-24,-,Customer,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10632,CON-50632,CY26 Q1 direct-mail-1few-yeti-cooler (2/14/26),Direct Mail,2026-02-13,-,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-12249,CON-52249,[Paid Search],Paid Search,2026-02-18,-,Prospect,Tier 2,West,Yes,2026-03-02,OPP-80222,2026-03-31,27300.0,Closed Won,27300.0,Sarah Mitchell
CM-10487,CON-50487,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-24,Registered,Prospect,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-12211,CON-52211,[Paid Search],Paid Search,2026-01-04,-,Churned,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-12008,CON-52008,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-01-31,-,Customer,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-11204,CON-51204,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-11402,CON-51402,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-28,Gift Delivered,Customer,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-11048,CON-51048,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11327,CON-51327,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,James O'Brien
CM-11551,CON-51551,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-21,Badge Scan,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-12194,CON-52194,[Paid Search],Paid Search,2026-03-07,-,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12519,CON-52519,[Direct Traffic],Direct Traffic,2026-01-29,-,Customer,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10047,CON-50047,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-11,Attended,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-12286,CON-52286,[Paid Search],Paid Search,2026-02-26,-,Prospect,Enterprise,Southwest,No,,,,,,,James O'Brien
CM-11430,CON-51430,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-27,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,Marcus Webb
CM-11892,CON-51892,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-15,Attended,Customer,Tier 1,West,No,,,,,,,Rachel Torres
CM-12425,CON-52425,[Organic Search],Organic Search,2026-02-17,-,Prospect,Tier 1,Northeast,No,,,,,,,Rachel Torres
CM-12415,CON-52415,[Organic Search],Organic Search,2026-02-25,-,Prospect,Tier 1,Southeast,Yes,2026-03-05,OPP-80235,2026-03-31,103200.0,Closed Lost,,Sarah Mitchell
CM-10567,CON-50567,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-26,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-12336,CON-52336,[Organic Search],Organic Search,2026-03-01,-,Prospect,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-10911,CON-50911,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-19,-,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-11278,CON-51278,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10249,CON-50249,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-11,Attended,Prospect,Tier 1,Northeast,Yes,2026-02-02,OPP-80055,2026-02-24,133500.0,Closed Lost,,Sarah Mitchell
CM-10643,CON-50643,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,-,Churned,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11798,CON-51798,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-19,Registered,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-11553,CON-51553,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11735,CON-51735,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-03,Attended,Prospect,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-10762,CON-50762,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-11989,CON-51989,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-13,Opened,Prospect,Tier 1,West,No,,,,,,,David Kim
CM-11959,CON-51959,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-06,Opened,Churned,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11221,CON-51221,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-24,-,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-11470,CON-51470,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-18,Badge Scan,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-10204,CON-50204,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-06,Attended,Customer,Tier 1,Midwest,No,,,,,,,Marcus Webb
CM-12524,CON-52524,[Direct Traffic],Direct Traffic,2026-03-07,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10304,CON-50304,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-25,Attended,Customer,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10537,CON-50537,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-03-02,Attended,Customer,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-11120,CON-51120,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,David Kim
CM-11156,CON-51156,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-10,Gift Delivered,Customer,Tier 2,West,No,,,,,,,Marcus Webb
CM-10480,CON-50480,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-26,Attended,Prospect,Tier 1,Midwest,Yes,2026-02-16,OPP-80104,2026-03-02,124700.0,Closed Lost,,James O'Brien
CM-10636,CON-50636,CY26 Q1 direct-mail-1few-yeti-cooler (2/14/26),Direct Mail,2026-02-18,Gift Delivered,Customer,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-11112,CON-51112,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,-,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12436,CON-52436,[Organic Search],Organic Search,2026-01-15,-,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10865,CON-50865,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-12506,CON-52506,[Direct Traffic],Direct Traffic,2026-02-07,-,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-12279,CON-52279,[Paid Search],Paid Search,2026-03-29,-,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11274,CON-51274,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Churned,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-12242,CON-52242,[Paid Search],Paid Search,2026-03-27,-,Customer,Enterprise,Midwest,No,,,,,,,David Kim
CM-10700,CON-50700,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-10947,CON-50947,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11832,CON-51832,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-15,Attended,Customer,Tier 2,Southeast,No,,,,,,,David Kim
CM-10455,CON-50455,CY26 Q1 - Hosted - Golden State Warriors vs Denver Nuggets - 2026-02-02,Hosted Events,2026-02-07,Attended,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-11186,CON-51186,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-23,Gift Delivered,Customer,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-10616,CON-50616,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-22,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-11516,CON-51516,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-25,Visited Booth,Prospect,Enterprise,West,No,,,,,,,Marcus Webb
CM-11899,CON-51899,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-15,Registered,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-11011,CON-51011,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-10,Gift Delivered,Prospect,Tier 1,Northeast,No,,,,,,,Sarah Mitchell
CM-12134,CON-52134,[Paid Search],Paid Search,2026-01-04,-,Prospect,Tier 2,Northeast,Yes,2026-01-06,OPP-80208,2026-01-26,30700.0,Negotiation,,Marcus Webb
CM-10516,CON-50516,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-03-03,Attended,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11777,CON-51777,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-18,Registered,Prospect,Tier 1,Northeast,No,,,,,,,Sarah Mitchell
CM-11542,CON-51542,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-21,Registered,Prospect,Tier 1,Northeast,Yes,2026-02-03,,,,,,Sarah Mitchell
CM-10668,CON-50668,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-11110,CON-51110,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,David Kim
CM-10021,CON-50021,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-23,Registered,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10573,CON-50573,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-20,Gift Delivered,Customer,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-11747,CON-51747,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-10,Visited Booth,Prospect,Enterprise,West,Yes,2026-03-30,OPP-80195,2026-03-31,107900.0,Closed Lost,,James O'Brien
CM-11729,CON-51729,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-06,Registered,Customer,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-10261,CON-50261,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-10,No Show,Churned,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10101,CON-50101,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-14,Attended,Churned,Tier 2,Northeast,Yes,2026-03-23,,,,,,David Kim
CM-11382,CON-51382,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-31,Gift Delivered,Customer,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10448,CON-50448,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-03,Registered,Customer,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-11571,CON-51571,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Badge Scan,Prospect,Enterprise,Southwest,No,,,,,,,David Kim
CM-10514,CON-50514,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-03-05,Registered,Prospect,Enterprise,Midwest,No,,,,,,,Rachel Torres
CM-11659,CON-51659,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-05,Attended,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12331,CON-52331,[Paid Social],Paid Social,2026-02-05,-,Customer,Tier 1,Northeast,No,,,,,,,Rachel Torres
CM-11914,CON-51914,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-13,Registered,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10112,CON-50112,CY26 Q1 - Hosted - Boston Bruins vs NY Rangers - 2026-01-10,Hosted Events,2026-01-10,Attended,Prospect,Tier 1,Midwest,Yes,2026-01-22,OPP-80026,2026-02-02,109200.0,Closed Lost,,Rachel Torres
CM-12481,CON-52481,[Direct Traffic],Direct Traffic,2026-02-03,-,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-11088,CON-51088,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,-,Customer,Enterprise,Midwest,No,,,,,,,Rachel Torres
CM-11485,CON-51485,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-22,Visited Booth,Churned,Tier 2,Northeast,Yes,2026-02-02,,,,,,James O'Brien
CM-11425,CON-51425,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-27,Gift Delivered,Customer,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-11781,CON-51781,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-18,Registered,Prospect,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-12000,CON-52000,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-04,Opened,Prospect,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-12025,CON-52025,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-03,Opened,Customer,Tier 2,Midwest,No,,,,,,,David Kim
CM-10968,CON-50968,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-11345,CON-51345,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-11637,CON-51637,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-15,Visited Booth,Customer,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11421,CON-51421,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-10397,CON-50397,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-01,Attended,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-10402,CON-50402,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-04,Registered,Prospect,Tier 2,West,Yes,2026-03-25,,,,,,James O'Brien
CM-11697,CON-51697,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-09,Registered,Churned,Tier 2,West,No,,,,,,,Marcus Webb
CM-12125,CON-52125,[Paid Search],Paid Search,2026-01-20,-,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11685,CON-51685,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-03,Registered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-11904,CON-51904,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-10,No Show,Churned,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11715,CON-51715,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-04,Attended,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10429,CON-50429,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-08,Attended,Prospect,Tier 1,Midwest,Yes,2026-02-12,OPP-80099,2026-02-19,162000.0,Closed Won,162000.0,David Kim
CM-11180,CON-51180,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-25,-,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-11117,CON-51117,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,Gift Delivered,Prospect,Tier 2,Southwest,Yes,2026-02-25,,,,,,James O'Brien
CM-10177,CON-50177,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-18,Attended,Prospect,Tier 1,West,Yes,2026-01-20,OPP-80038,2026-02-09,90400.0,Closed Won,90400.0,Marcus Webb
CM-11393,CON-51393,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Rachel Torres
CM-10784,CON-50784,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10862,CON-50862,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-11404,CON-51404,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-10507,CON-50507,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-29,Registered,Customer,Enterprise,Midwest,Yes,2026-02-13,OPP-80108,2026-02-23,290500.0,Closed Lost,,Rachel Torres
